"Prompt","Seed"
"Taylor Swift is buttoning up a suit jacket filming a music video in a rain machine.","4818418"
"Taylor Swift is leaning against a wall inside a professional recording studio with headphones.","7685149"
"Taylor Swift is pouring tea into a porcelain cup holding a sparkly guitar under a spotlight.","5682940"
"Taylor Swift is looking at their fingernails walking through a field of tall grass at sunset.","7705490"
"Taylor Swift is leaning against a wall wearing a sequined bodysuit at a concert.","5382463"
"Taylor Swift is signing an autograph on a piece of paper playing an acoustic guitar on a wooden porch.","1641849"
"Taylor Swift is holding a trophy high in the air baking cookies in a vintage-style kitchen.","6799667"
"Taylor Swift is pointing at a landmark in the distance walking through a field of tall grass at sunset.","2940214"
"Taylor Swift is holding a microphone and speaking inside a professional recording studio with headphones.","5273534"
"Taylor Swift is pointing at a landmark in the distance on a massive stadium stage with fireworks.","9722815"
"Taylor Swift is putting on a warm winter coat baking cookies in a vintage-style kitchen.","2173965"
"Taylor Swift is tucking hair behind their ear sitting at a vintage piano in a candlelit room.","3090865"
"Taylor Swift is stepping out of a luxury car filming a music video in a rain machine.","7851696"
"Taylor Swift is holding a glass of red wine filming a music video in a rain machine.","3135534"
"Taylor Swift is jogging in place energetically at an awards show red carpet wearing a gown.","3919694"
"Taylor Swift is holding a glass of red wine posing for a magazine cover in a studio.","1006810"
"Taylor Swift is holding a colorful bouquet of flowers inside a professional recording studio with headphones.","8212326"
"Taylor Swift is running fingers through their hair sitting on a velvet sofa with a fluffy cat.","8418210"
"Taylor Swift is opening a heavy wooden door cheering in a VIP suite at a football stadium.","3846949"
"Taylor Swift is holding a colorful bouquet of flowers walking through a field of tall grass at sunset.","6623525"
"Taylor Swift is talking seriously on a mobile phone filming a music video in a rain machine.","4768844"
"Taylor Swift is winking playfully on a massive stadium stage with fireworks.","1775337"
"Taylor Swift is wiping dust off a table holding a sparkly guitar under a spotlight.","8640615"
"Taylor Swift is checking their pulse on their wrist inside a professional recording studio with headphones.","7442089"
"Taylor Swift is holding a glass of red wine sitting on a stool writing lyrics in a notebook.","3475836"
"Taylor Swift is resting their head on their hand baking cookies in a vintage-style kitchen.","4671545"
"Taylor Swift is frowning while looking at a screen sitting on a velvet sofa with a fluffy cat.","3237058"
"Taylor Swift is adjusting a hat on their head walking through a field of tall grass at sunset.","6323376"
"Taylor Swift is brushing a speck of dust off their shoulder walking through a field of tall grass at sunset.","8159521"
"Taylor Swift is nodding their head in agreement cheering in a VIP suite at a football stadium.","8550917"
"Taylor Swift is reading a thick printed document playing an acoustic guitar on a wooden porch.","9745959"
"Taylor Swift is checking their pulse on their wrist sitting on a stool writing lyrics in a notebook.","5606980"
"Taylor Swift is pacing back and forth anxiously filming a music video in a rain machine.","4934149"
"Taylor Swift is holding a cup of hot coffee with both hands sitting at a vintage piano in a candlelit room.","2351868"
"Taylor Swift is looking surprised with wide eyes sitting on a stool writing lyrics in a notebook.","7426265"
"Taylor Swift is gazing strictly into the distance holding a sparkly guitar under a spotlight.","7960328"
"Taylor Swift is holding a cup of hot coffee with both hands posing for a magazine cover in a studio.","8816912"
"Taylor Swift is stretching their arms upwards inside a professional recording studio with headphones.","8048838"
"Taylor Swift is signing an autograph on a piece of paper on a massive stadium stage with fireworks.","7381734"
"Taylor Swift is walking slowly and thoughtfully walking down a busy NYC street with paparazzi.","6009888"
"Taylor Swift is jogging in place energetically posing for a magazine cover in a studio.","4700025"
"Taylor Swift is drinking water from a transparent glass playing an acoustic guitar on a wooden porch.","8312114"
"Taylor Swift is leaning against a wall at an awards show red carpet wearing a gown.","6639317"
"Taylor Swift is shaking their head in disapproval sitting on a velvet sofa with a fluffy cat.","3141239"
"Taylor Swift is cleaning a pair of sunglasses on a massive stadium stage with fireworks.","2408404"
"Taylor Swift is smiling gently at the camera sitting on a velvet sofa with a fluffy cat.","4048907"
"Taylor Swift is holding a black umbrella in the breeze at an awards show red carpet wearing a gown.","6492066"
"Taylor Swift is gesturing with open palms during a speech sitting at a vintage piano in a candlelit room.","6662319"
"Taylor Swift is pouring tea into a porcelain cup baking cookies in a vintage-style kitchen.","5232413"
"Taylor Swift is wiping dust off a table on a massive stadium stage with fireworks.","1873851"
"Taylor Swift is reading a thick printed document inside a professional recording studio with headphones.","1341919"
"Taylor Swift is talking seriously on a mobile phone singing into a microphone with a large crowd behind.","8945036"
"Taylor Swift is eating a slice of green apple inside a professional recording studio with headphones.","8801975"
"Taylor Swift is holding a passport and boarding pass walking down a long catwalk stage.","2921542"
"Taylor Swift is adjusting a microphone on a stand wearing a sequined bodysuit at a concert.","1430812"
"Taylor Swift is holding a microphone and speaking at an awards show red carpet wearing a gown.","7654757"
"Taylor Swift is pacing back and forth anxiously sitting on a stool writing lyrics in a notebook.","2709620"
"Taylor Swift is holding a trophy high in the air wearing a sequined bodysuit at a concert.","1689025"
"Taylor Swift is giving a thumbs up to the crowd baking cookies in a vintage-style kitchen.","7217147"
"Taylor Swift is stepping out of a luxury car sitting at a vintage piano in a candlelit room.","1212267"
"Taylor Swift is throwing a coin into a fountain wearing a sequined bodysuit at a concert.","8273315"
"Taylor Swift is straightening their tie sitting on a velvet sofa with a fluffy cat.","3566765"
"Taylor Swift is biting their lip nervously walking through a field of tall grass at sunset.","5531230"
"Taylor Swift is running fingers through their hair baking cookies in a vintage-style kitchen.","5502929"
"Taylor Swift is reading a thick printed document sitting on a velvet sofa with a fluffy cat.","7358385"
"Taylor Swift is leaning against a wall cheering in a VIP suite at a football stadium.","6452832"
"Taylor Swift is throwing a coin into a fountain inside a professional recording studio with headphones.","6952975"
"Taylor Swift is tying their shoelaces playing an acoustic guitar on a wooden porch.","5635017"
"Taylor Swift is whispering into someone's ear inside a professional recording studio with headphones.","2436347"
"Taylor Swift is climbing a short flight of stairs cheering in a VIP suite at a football stadium.","5031966"
"Taylor Swift is looking at their fingernails cheering in a VIP suite at a football stadium.","8519121"
"Taylor Swift is shrugging their shoulders filming a music video in a rain machine.","4717770"
"Taylor Swift is reading a thick printed document filming a music video in a rain machine.","7191135"
"Taylor Swift is checking their reflection in a mirror walking through a field of tall grass at sunset.","6767292"
"Taylor Swift is checking their reflection in a mirror sitting at a vintage piano in a candlelit room.","6902401"
"Taylor Swift is typing quickly on a slim laptop filming a music video in a rain machine.","5217853"
"Taylor Swift is frowning while looking at a screen inside a professional recording studio with headphones.","6294016"
"Taylor Swift is giving a thumbs up to the crowd walking down a long catwalk stage.","4213524"
"Taylor Swift is drawing a circle on a whiteboard playing an acoustic guitar on a wooden porch.","9801946"
"Taylor Swift is leaning forward to listen closely inside a professional recording studio with headphones.","5970190"
"Taylor Swift is putting on a warm winter coat walking down a long catwalk stage.","6071208"
"Taylor Swift is giving a thumbs up to the crowd singing into a microphone with a large crowd behind.","5602180"
"Taylor Swift is straightening their tie cheering in a VIP suite at a football stadium.","2721135"
"Taylor Swift is holding a microphone and speaking filming a music video in a rain machine.","8875173"
"Taylor Swift is clapping hands gently sitting at a vintage piano in a candlelit room.","4093109"
"Taylor Swift is writing notes with a luxury pen cheering in a VIP suite at a football stadium.","2914064"
"Taylor Swift is holding a glass of red wine cheering in a VIP suite at a football stadium.","2242892"
"Taylor Swift is looking surprised with wide eyes singing into a microphone with a large crowd behind.","6097514"
"Taylor Swift is reading a thick printed document wearing a sequined bodysuit at a concert.","7982241"
"Taylor Swift is whispering into someone's ear at an awards show red carpet wearing a gown.","8558378"
"Taylor Swift is holding a tablet and scrolling baking cookies in a vintage-style kitchen.","6123430"
"Taylor Swift is brushing a speck of dust off their shoulder wearing a sequined bodysuit at a concert.","4486102"
"Taylor Swift is holding a black umbrella in the breeze holding a sparkly guitar under a spotlight.","3634980"
"Taylor Swift is biting their lip nervously posing for a magazine cover in a studio.","2259379"
"Taylor Swift is walking slowly and thoughtfully baking cookies in a vintage-style kitchen.","8558197"
"Taylor Swift is flipping through a photo album playing a moss-covered piano in a forest set.","4883526"
"Taylor Swift is holding a colorful bouquet of flowers sitting on a velvet sofa with a fluffy cat.","2194198"
"Taylor Swift is holding a black umbrella in the breeze inside a professional recording studio with headphones.","8132648"
"Taylor Swift is saluting respectfully sitting on a stool writing lyrics in a notebook.","3499627"
"Taylor Swift is winking playfully holding a sparkly guitar under a spotlight.","2000560"
"Taylor Swift is adjusting a microphone on a stand filming a music video in a rain machine.","8367772"
"Taylor Swift is running fingers through their hair filming a music video in a rain machine.","7752972"
"Taylor Swift is stepping out of a luxury car posing for a magazine cover in a studio.","9284509"
"Taylor Swift is rubbing their chin in deep thought playing a moss-covered piano in a forest set.","8248238"
"Taylor Swift is checking a silver wristwatch on a massive stadium stage with fireworks.","5521644"
"Taylor Swift is biting their lip nervously cheering in a VIP suite at a football stadium.","9706768"
"Taylor Swift is pouring tea into a porcelain cup walking down a long catwalk stage.","8312936"
