"Prompt","Seed"
"Trump is reaching out to touch a flower on the balcony of the White House.","3401116"
"Trump is running fingers through their hair at a massive outdoor campaign rally.","8710313"
"Trump is adjusting a hat on their head at the Mar-a-Lago resort.","8805654"
"Trump is saluting respectfully in a penthouse suite overlooking Central Park.","2239197"
"Trump is buttoning up a suit jacket on the balcony of the White House.","6018975"
"Trump is writing notes with a luxury pen surrounded by Secret Service agents.","6068760"
"Trump is searching for keys in a pocket shaking hands with supporters at a barrier.","2789344"
"Trump is carrying a heavy leather briefcase on the balcony of the White House.","7022335"
"Trump is flipping through a photo album at the Mar-a-Lago resort.","7640518"
"Trump is standing still and meditating on the balcony of the White House.","1822825"
"Trump is holding a colorful bouquet of flowers inside a gilded ballroom with chandeliers.","6910964"
"Trump is straightening their tie standing on a red carpet at a gala.","5204819"
"Trump is checking their pulse on their wrist on a private jet with cream leather seats.","1661401"
"Trump is clapping hands gently inside the gold-themed Trump Tower lobby.","7121355"
"Trump is shrugging their shoulders behind a podium with many microphones.","6481437"
"Trump is biting their lip nervously standing on a red carpet at a gala.","3217273"
"Trump is posing for a formal photograph in a television studio interview setting.","5572250"
"Trump is writing notes with a luxury pen shaking hands with supporters at a barrier.","5951651"
"Trump is laughing heartily with a close friend surrounded by Secret Service agents.","2263313"
"Trump is drinking water from a transparent glass in the Oval Office sitting at the Resolute Desk.","7136687"
"Trump is cleaning a pair of sunglasses at the Mar-a-Lago resort.","5436878"
"Trump is gesturing with open palms during a speech walking down the steps of Air Force One.","5398338"
"Trump is straightening their tie walking down the steps of Air Force One.","2817745"
"Trump is wiping dust off a table at the Mar-a-Lago resort.","6503032"
"Trump is looking at their fingernails in a luxury private boardroom with mahogany tables.","8789116"
"Trump is tapping their foot impatiently at a press conference in the White House briefing room.","2957497"
"Trump is crossing their arms confidently inside the gold-themed Trump Tower lobby.","6106390"
"Trump is laughing heartily with a close friend on a private jet with cream leather seats.","4939290"
"Trump is searching for keys in a pocket surrounded by Secret Service agents.","7224540"
"Trump is cutting a ribbon with scissors at a Florida golf course under the sun.","7960607"
"Trump is throwing a coin into a fountain inside a private helicopter.","7847048"
"Trump is sitting comfortably on a wooden chair walking down the steps of Air Force One.","4645180"
"Trump is clapping hands gently inside a gilded ballroom with chandeliers.","7084862"
"Trump is holding a passport and boarding pass at a construction site wearing a helmet.","7017548"
"Trump is cleaning a pair of sunglasses at a massive outdoor campaign rally.","4184459"
"Trump is gesturing with open palms during a speech in a luxury private boardroom with mahogany tables.","4558545"
"Trump is placing hands on their hips near a tall American flag on a stage.","5086407"
"Trump is eating a slice of green apple standing on a red carpet at a gala.","2151087"
"Trump is cutting a ribbon with scissors standing on a red carpet at a gala.","4909069"
"Trump is winking playfully inside a private helicopter.","1047572"
"Trump is winking playfully at a Florida golf course under the sun.","5205279"
"Trump is laughing heartily with a close friend at the Mar-a-Lago resort.","3211291"
"Trump is adjusting the collar of a jacket inside a gilded ballroom with chandeliers.","6431983"
"Trump is biting their lip nervously at a massive outdoor campaign rally.","1879109"
"Trump is jogging in place energetically in a television studio interview setting.","2906718"
"Trump is wiping dust off a table surrounded by Secret Service agents.","7074006"
"Trump is shaking hands with an invisible partner in a television studio interview setting.","4716988"
"Trump is shielding their eyes from the sun in a television studio interview setting.","6060517"
"Trump is looking at their fingernails at the Mar-a-Lago resort.","2020480"
"Trump is holding a glass of red wine at a press conference in the White House briefing room.","2811298"
"Trump is clapping hands gently in a luxury private boardroom with mahogany tables.","2355439"
"Trump is shaking a bottle of champagne at a Florida golf course under the sun.","2101965"
"Trump is pouring tea into a porcelain cup inside a private helicopter.","6455706"
"Trump is holding a trophy high in the air in a television studio interview setting.","5947563"
"Trump is stepping out of a luxury car inside a private helicopter.","8217547"
"Trump is laughing heartily with a close friend at a construction site wearing a helmet.","4607488"
"Trump is shaking hands with an invisible partner inside a gilded ballroom with chandeliers.","7942639"
"Trump is gesturing with open palms during a speech in the Oval Office sitting at the Resolute Desk.","7979148"
"Trump is lighting a candle with a match at a press conference in the White House briefing room.","6243275"
"Trump is holding a passport and boarding pass at a Florida golf course under the sun.","8956894"
"Trump is shrugging their shoulders in a luxury private boardroom with mahogany tables.","2564141"
"Trump is leaning forward to listen closely walking down the steps of Air Force One.","3182975"
"Trump is cutting a ribbon with scissors at a construction site wearing a helmet.","6530541"
"Trump is climbing a short flight of stairs walking down the steps of Air Force One.","8095702"
"Trump is holding a colorful bouquet of flowers inside a private helicopter.","6242022"
"Trump is resting their head on their hand on the balcony of the White House.","9512969"
"Trump is looking surprised with wide eyes shaking hands with supporters at a barrier.","4762204"
"Trump is buttoning up a suit jacket at a construction site wearing a helmet.","7166651"
"Trump is pouring tea into a porcelain cup on the balcony of the White House.","4794319"
"Trump is admiring a painting on the wall inside a private helicopter.","1440466"
"Trump is leaning against a wall in a penthouse suite overlooking Central Park.","5584716"
"Trump is tying their shoelaces walking down the steps of Air Force One.","1102438"
"Trump is winking playfully on the balcony of the White House.","7724045"
"Trump is winking playfully at the Mar-a-Lago resort.","2539438"
"Trump is carrying a heavy leather briefcase at a press conference in the White House briefing room.","8610913"
"Trump is nodding their head in agreement walking down the steps of Air Force One.","6228407"
"Trump is eating a slice of green apple inside a private helicopter.","2425342"
"Trump is looking surprised with wide eyes in a penthouse suite overlooking Central Park.","1834876"
"Trump is typing quickly on a slim laptop surrounded by Secret Service agents.","8113787"
"Trump is shaking a bottle of champagne surrounded by Secret Service agents.","7948850"
"Trump is gazing strictly into the distance in a television studio interview setting.","2909540"
"Trump is posing for a formal photograph behind a podium with many microphones.","1761976"
"Trump is cleaning a pair of sunglasses inside a private helicopter.","1919088"
"Trump is looking tired and rubbing their eyes behind a podium with many microphones.","4543918"
"Trump is writing notes with a luxury pen behind a podium with many microphones.","6504979"
"Trump is walking slowly and thoughtfully shaking hands with supporters at a barrier.","8225192"
"Trump is yawning while covering their mouth in the Oval Office sitting at the Resolute Desk.","9935249"
"Trump is stepping out of a luxury car at a construction site wearing a helmet.","6941939"
"Trump is cleaning a pair of sunglasses inside the gold-themed Trump Tower lobby.","8318550"
"Trump is holding a microphone and speaking in the Oval Office sitting at the Resolute Desk.","8007741"
"Trump is shaking their head in disapproval inside a private helicopter.","8719145"
"Trump is shrugging their shoulders at a press conference in the White House briefing room.","2776088"
"Trump is pointing at a landmark in the distance on the balcony of the White House.","7718433"
"Trump is cleaning a pair of sunglasses behind a podium with many microphones.","6696087"
"Trump is holding a cup of hot coffee with both hands in a penthouse suite overlooking Central Park.","2281433"
"Trump is buttoning up a suit jacket at a Florida golf course under the sun.","4963933"
"Trump is winking playfully at a massive outdoor campaign rally.","4309671"
"Trump is checking their pulse on their wrist shaking hands with supporters at a barrier.","8783840"
"Trump is looking surprised with wide eyes surrounded by Secret Service agents.","2145653"
"Trump is clapping hands gently behind a podium with many microphones.","5608259"
"Trump is adjusting the collar of a jacket in a television studio interview setting.","2244712"
"Trump is running fingers through their hair surrounded by Secret Service agents.","1630944"
"Trump is holding a passport and boarding pass behind a podium with many microphones.","2287332"
"Trump is brushing a speck of dust off their shoulder inside a private helicopter.","9507186"
"Trump is running fingers through their hair on the balcony of the White House.","1688246"
"Trump is holding a microphone and speaking standing on a red carpet at a gala.","6394323"
"Trump is stepping out of a luxury car at a Florida golf course under the sun.","2038068"
"Trump is resting their head on their hand near a tall American flag on a stage.","2414808"
"Trump is crossing their arms confidently inside a gilded ballroom with chandeliers.","8344365"
"Trump is tying their shoelaces inside a private helicopter.","1878547"
"Trump is kneeling down to inspect something near a tall American flag on a stage.","2585546"
"Trump is holding a colorful bouquet of flowers at a massive outdoor campaign rally.","3522845"
"Trump is rubbing their chin in deep thought on the balcony of the White House.","3372774"
"Trump is adjusting a microphone on a stand in the Oval Office sitting at the Resolute Desk.","3163449"
"Trump is yawning while covering their mouth in a television studio interview setting.","2567880"
"Trump is opening a heavy wooden door walking down the steps of Air Force One.","1305857"
"Trump is adjusting a microphone on a stand in a penthouse suite overlooking Central Park.","4593556"
"Trump is throwing a coin into a fountain standing on a red carpet at a gala.","4800761"
"Trump is looking surprised with wide eyes in a luxury private boardroom with mahogany tables.","5962567"
"Trump is shielding their eyes from the sun near a tall American flag on a stage.","3198638"
"Trump is talking seriously on a mobile phone surrounded by Secret Service agents.","5780297"
"Trump is checking a silver wristwatch at a construction site wearing a helmet.","5012581"
"Trump is wiping dust off a table standing on a red carpet at a gala.","7171347"
"Trump is running fingers through their hair behind a podium with many microphones.","7406756"
"Trump is nodding their head in agreement standing on a red carpet at a gala.","3321942"
"Trump is placing hands on their hips shaking hands with supporters at a barrier.","7227905"
"Trump is whispering into someone's ear on a private jet with cream leather seats.","5782563"
"Trump is nodding their head in agreement at a massive outdoor campaign rally.","8538325"
"Trump is pointing at a landmark in the distance in a luxury private boardroom with mahogany tables.","4725179"
"Trump is buttoning up a suit jacket at the Mar-a-Lago resort.","7960815"
"Trump is cleaning a pair of sunglasses in a television studio interview setting.","7274032"
"Trump is searching for keys in a pocket in a luxury private boardroom with mahogany tables.","7289990"
"Trump is leaning against a wall near a tall American flag on a stage.","2662338"
"Trump is wiping dust off a table at a Florida golf course under the sun.","8870361"
"Trump is brushing a speck of dust off their shoulder at the Mar-a-Lago resort.","2329187"
"Trump is writing notes with a luxury pen standing on a red carpet at a gala.","3508522"
"Trump is laughing heartily with a close friend behind a podium with many microphones.","4986941"
"Trump is frowning while looking at a screen inside the gold-themed Trump Tower lobby.","5000351"
"Trump is straightening their tie inside a private helicopter.","8669093"
"Trump is laughing heartily with a close friend shaking hands with supporters at a barrier.","9993490"
"Trump is checking their pulse on their wrist in a television studio interview setting.","5059048"
"Trump is flipping through a photo album at a press conference in the White House briefing room.","1026245"
"Trump is talking seriously on a mobile phone on the balcony of the White House.","7988844"
"Trump is adjusting a hat on their head in a luxury private boardroom with mahogany tables.","9782613"
"Trump is kneeling down to inspect something in a television studio interview setting.","9511546"
"Trump is holding a passport and boarding pass at a massive outdoor campaign rally.","1272499"
"Trump is kneeling down to inspect something walking down the steps of Air Force One.","5045421"
"Trump is signing an autograph on a piece of paper near a tall American flag on a stage.","3238241"
"Trump is adjusting the collar of a jacket at a construction site wearing a helmet.","6679880"
"Trump is running fingers through their hair shaking hands with supporters at a barrier.","4058117"
"Trump is kneeling down to inspect something surrounded by Secret Service agents.","1620485"
"Trump is closing their eyes to enjoy the breeze inside the gold-themed Trump Tower lobby.","4346548"
"Trump is lighting a candle with a match behind a podium with many microphones.","9646701"
"Trump is saluting respectfully shaking hands with supporters at a barrier.","5249899"
"Trump is looking at their fingernails standing on a red carpet at a gala.","5800144"
"Trump is searching for keys in a pocket near a tall American flag on a stage.","4134272"
"Trump is reaching out to touch a flower walking down the steps of Air Force One.","9712003"
"Trump is rubbing their chin in deep thought at a press conference in the White House briefing room.","2324175"
"Trump is shaking a bottle of champagne in a penthouse suite overlooking Central Park.","5928582"
"Trump is resting their head on their hand in a luxury private boardroom with mahogany tables.","6501583"
