"Prompt","Seed"
"Obama is stretching their arms upwards giving a speech at a climate summit.","9882399"
"Obama is signing an autograph on a piece of paper riding a bicycle on a park path.","3678059"
"Obama is reading a thick printed document riding a bicycle on a park path.","5471581"
"Obama is drinking water from a transparent glass in the White House Rose Garden.","6952633"
"Obama is cutting a ribbon with scissors at a sunny outdoor basketball court.","6900247"
"Obama is eating a slice of green apple at a community center with children.","9258194"
"Obama is biting their lip nervously giving a speech at a climate summit.","1636925"
"Obama is stretching their arms upwards riding a bicycle on a park path.","4671004"
"Obama is posing for a formal photograph giving a speech at a climate summit.","1011467"
"Obama is biting their lip nervously inside the Situation Room.","1999183"
"Obama is winking playfully sitting in a casual diner drinking coffee.","2860938"
"Obama is tying their shoelaces in a modern office in Chicago.","6412383"
"Obama is nodding their head in agreement sitting in a library full of books.","9173859"
"Obama is biting their lip nervously shaking hands with foreign dignitaries.","6986539"
"Obama is adjusting a hat on their head playing golf on a green course.","7348231"
"Obama is flipping through a photo album sitting in a casual diner drinking coffee.","3981450"
"Obama is holding a microphone and speaking in the White House Rose Garden.","1543292"
"Obama is shaking a bottle of champagne inside the Situation Room.","4706007"
"Obama is reaching out to touch a flower sitting in a casual diner drinking coffee.","6556084"
"Obama is talking seriously on a mobile phone standing at a podium in a large arena.","6360633"
"Obama is straightening their tie on a hiking trail in Hawaii.","6632941"
"Obama is kneeling down to inspect something standing at a podium in a large arena.","5306005"
"Obama is walking slowly and thoughtfully in a cozy neighborhood bookstore.","7474950"
"Obama is jogging in place energetically playing golf on a green course.","7946088"
"Obama is carrying a heavy leather briefcase standing at a podium in a large arena.","7297287"
"Obama is drawing a circle on a whiteboard riding a bicycle on a park path.","3728923"
"Obama is pacing back and forth anxiously in a cozy neighborhood bookstore.","5947745"
"Obama is lighting a candle with a match in a university graduation hall.","2756994"
"Obama is tying their shoelaces playing golf on a green course.","7299138"
"Obama is pacing back and forth anxiously shaking hands with foreign dignitaries.","2562037"
"Obama is holding a trophy high in the air giving a speech at a climate summit.","1519979"
"Obama is tapping their foot impatiently playing golf on a green course.","8284673"
"Obama is placing hands on their hips walking on a sandy beach at sunset.","6554845"
"Obama is adjusting their glasses with a serious look sitting in a library full of books.","5450404"
"Obama is holding a tablet and scrolling riding a bicycle on a park path.","2609202"
"Obama is cleaning a pair of sunglasses shaking hands with foreign dignitaries.","9236745"
"Obama is placing hands on their hips standing at a podium in a large arena.","1064014"
"Obama is shrugging their shoulders in a modern office in Chicago.","9058573"
