"Prompt","Seed"
"Angela Merkel is looking surprised with wide eyes in the garden of the Federal Chancellery.","9584991"
"Angela Merkel is leaning forward to listen closely inside a quiet German grocery store.","4878226"
"Angela Merkel is flipping through a photo album inside a quiet German grocery store.","8789281"
"Angela Merkel is leaning forward to listen closely at a G7 summit round table.","1661769"
"Angela Merkel is putting on a warm winter coat hiking in the Alps with a backpack.","8147013"
"Angela Merkel is leaning forward to listen closely at a European Union summit in Brussels.","1162274"
"Angela Merkel is shielding their eyes from the sun at a G7 summit round table.","6514013"
"Angela Merkel is clapping hands gently inside a quiet German grocery store.","2559464"
"Angela Merkel is tying their shoelaces at a G7 summit round table.","2909784"
"Angela Merkel is holding a glass of red wine visiting a soccer stadium.","5560602"
"Angela Merkel is drawing a circle on a whiteboard inspecting a factory production line.","3798082"
"Angela Merkel is yawning while covering their mouth at a European Union summit in Brussels.","3674211"
"Angela Merkel is jogging in place energetically reading a newspaper on a train.","8351152"
"Angela Merkel is brushing a speck of dust off their shoulder attending a classical music concert.","7016291"
"Angela Merkel is yawning while covering their mouth reading a newspaper on a train.","9189341"
"Angela Merkel is holding a black umbrella in the breeze hiking in the Alps with a backpack.","1207369"
"Angela Merkel is adjusting a hat on their head hiking in the Alps with a backpack.","9709047"
"Angela Merkel is pointing at a landmark in the distance in a formal conference room.","9085438"
"Angela Merkel is shielding their eyes from the sun attending a classical music concert.","3494007"
"Angela Merkel is standing still and meditating at a G7 summit round table.","9482016"
"Angela Merkel is reaching out to touch a flower at a G7 summit round table.","2256030"
"Angela Merkel is opening a large paper map in a formal conference room.","6551494"
"Angela Merkel is placing hands on their hips wearing a colorful blazer at a press event.","4736395"
"Angela Merkel is holding a glass of red wine in a formal conference room.","2322557"
"Angela Merkel is shaking hands with an invisible partner hiking in the Alps with a backpack.","2991570"
"Angela Merkel is tapping their foot impatiently at the Reichstag building in Berlin.","2722069"
"Angela Merkel is climbing a short flight of stairs at a European Union summit in Brussels.","1002847"
"Angela Merkel is tapping their foot impatiently visiting a soccer stadium.","6718584"
"Angela Merkel is placing hands on their hips in a formal conference room.","8624573"
"Angela Merkel is admiring a painting on the wall reading a newspaper on a train.","7095071"
"Angela Merkel is laughing heartily with a close friend walking through the Brandenburg Gate.","4720299"
"Angela Merkel is tying their shoelaces sitting at a cafe in Berlin.","5898671"
"Angela Merkel is resting their head on their hand at a European Union summit in Brussels.","3754070"
"Angela Merkel is smiling gently at the camera inspecting a factory production line.","2794516"
"Angela Merkel is brushing a speck of dust off their shoulder addressing the Bundestag from a podium.","4146456"
"Angela Merkel is cleaning a pair of sunglasses addressing the Bundestag from a podium.","8667959"
"Angela Merkel is tying their shoelaces walking through the Brandenburg Gate.","7953658"
"Angela Merkel is straightening their tie walking through the Brandenburg Gate.","8558212"
"Angela Merkel is shielding their eyes from the sun wearing a colorful blazer at a press event.","3258817"
"Angela Merkel is walking slowly and thoughtfully wearing a colorful blazer at a press event.","1814896"
"Angela Merkel is signing an autograph on a piece of paper reading a newspaper on a train.","9528410"
"Angela Merkel is signing an autograph on a piece of paper at a G7 summit round table.","3153888"
"Angela Merkel is searching for keys in a pocket hiking in the Alps with a backpack.","9457564"
"Angela Merkel is jogging in place energetically in a formal conference room.","5590177"
"Angela Merkel is tying their shoelaces in a scientific research laboratory.","8597490"
"Angela Merkel is checking their reflection in a mirror hiking in the Alps with a backpack.","4646403"
"Angela Merkel is looking tired and rubbing their eyes in a scientific research laboratory.","6793064"
"Angela Merkel is tapping their foot impatiently at a G7 summit round table.","9453929"
"Angela Merkel is laughing heartily with a close friend sitting at a cafe in Berlin.","9059269"
"Angela Merkel is giving a thumbs up to the crowd in a scientific research laboratory.","8086467"
"Angela Merkel is whispering into someone's ear walking through the Brandenburg Gate.","1423996"
"Angela Merkel is winking playfully at a European Union summit in Brussels.","1949670"
"Angela Merkel is typing quickly on a slim laptop at a G7 summit round table.","5808610"
"Angela Merkel is saluting respectfully at a European Union summit in Brussels.","7017692"
"Angela Merkel is resting their head on their hand holding flowers at a memorial.","4763253"
"Angela Merkel is talking seriously on a mobile phone wearing a colorful blazer at a press event.","5825775"
"Angela Merkel is carrying a heavy leather briefcase attending a classical music concert.","7988821"
"Angela Merkel is closing their eyes to enjoy the breeze visiting a soccer stadium.","4784075"
"Angela Merkel is cutting a ribbon with scissors holding flowers at a memorial.","4296204"
"Angela Merkel is flipping through a photo album visiting a soccer stadium.","3976712"
"Angela Merkel is wiping sweat from their forehead at a G7 summit round table.","9620919"
"Angela Merkel is carrying a heavy leather briefcase at a European Union summit in Brussels.","8189168"
"Angela Merkel is admiring a painting on the wall inside a quiet German grocery store.","3182154"
"Angela Merkel is signing an autograph on a piece of paper inside a quiet German grocery store.","1094709"
"Angela Merkel is running fingers through their hair standing in front of a European flag.","1670091"
"Angela Merkel is opening a large paper map at a European Union summit in Brussels.","6052539"
"Angela Merkel is holding a microphone and speaking holding flowers at a memorial.","7007679"
"Angela Merkel is lighting a candle with a match wearing a colorful blazer at a press event.","4690350"
"Angela Merkel is whispering into someone's ear in the garden of the Federal Chancellery.","9474848"
"Angela Merkel is jogging in place energetically holding flowers at a memorial.","7768215"
"Angela Merkel is buttoning up a suit jacket in a formal conference room.","4579482"
"Angela Merkel is holding a cup of hot coffee with both hands sitting at a cafe in Berlin.","5925360"
"Angela Merkel is looking at their fingernails in a formal conference room.","1669029"
"Angela Merkel is saluting respectfully in a scientific research laboratory.","1414493"
"Angela Merkel is opening a heavy wooden door wearing a colorful blazer at a press event.","8475204"
"Angela Merkel is crossing their arms confidently in a scientific research laboratory.","4229821"
"Angela Merkel is opening a heavy wooden door in the garden of the Federal Chancellery.","2609881"
"Angela Merkel is giving a thumbs up to the crowd holding flowers at a memorial.","1122986"
"Angela Merkel is looking tired and rubbing their eyes addressing the Bundestag from a podium.","8117053"
"Angela Merkel is looking tired and rubbing their eyes holding flowers at a memorial.","8302077"
"Angela Merkel is looking surprised with wide eyes at the Reichstag building in Berlin.","8704520"
"Angela Merkel is sitting comfortably on a wooden chair in the garden of the Federal Chancellery.","2228898"
"Angela Merkel is biting their lip nervously inside a quiet German grocery store.","2181822"
"Angela Merkel is holding a black umbrella in the breeze inspecting a factory production line.","7510106"
"Angela Merkel is checking their pulse on their wrist attending a classical music concert.","8264954"
"Angela Merkel is turning around to face the light attending a classical music concert.","2984841"
"Angela Merkel is looking at their fingernails in the garden of the Federal Chancellery.","1763646"
"Angela Merkel is adjusting the collar of a jacket wearing a colorful blazer at a press event.","2780658"
"Angela Merkel is nodding their head in agreement holding flowers at a memorial.","4688734"
"Angela Merkel is cleaning a pair of sunglasses holding flowers at a memorial.","5948917"
"Angela Merkel is holding a tablet and scrolling sitting at a cafe in Berlin.","1187069"
"Angela Merkel is frowning while looking at a screen at a European Union summit in Brussels.","1084386"
"Angela Merkel is looking tired and rubbing their eyes sitting at a cafe in Berlin.","4552356"
"Angela Merkel is looking at their fingernails wearing a colorful blazer at a press event.","3390000"
"Angela Merkel is wiping sweat from their forehead in a formal conference room.","5240303"
"Angela Merkel is laughing heartily with a close friend at a G7 summit round table.","1912484"
"Angela Merkel is looking at their fingernails holding flowers at a memorial.","2227162"
