"Prompt","Seed"
"Queen Elizabeth II is cleaning a pair of sunglasses wearing a crown and holding a scepter.","7932818"
"Queen Elizabeth II is biting their lip nervously at the Balmoral estate in Scotland.","9116148"
"Queen Elizabeth II is adjusting a microphone on a stand at the Balmoral estate in Scotland.","7679508"
"Queen Elizabeth II is shielding their eyes from the sun inside a royal library with old books.","4854922"
"Queen Elizabeth II is nodding their head in agreement inside a royal library with old books.","4598010"
"Queen Elizabeth II is tying their shoelaces planting a tree in a garden.","1873301"
"Queen Elizabeth II is searching for keys in a pocket at the historic Windsor Castle.","2528212"
"Queen Elizabeth II is wiping dust off a table driving a Land Rover on a country road.","2478755"
"Queen Elizabeth II is holding a black umbrella in the breeze walking down a long red carpet.","7221581"
"Queen Elizabeth II is shaking a bottle of champagne in the gardens of Buckingham Palace.","7447920"
"Queen Elizabeth II is brushing a speck of dust off their shoulder wearing a headscarf in the rain.","5806156"
"Queen Elizabeth II is biting their lip nervously petting a corgi dog on a sofa.","8364728"
"Queen Elizabeth II is closing their eyes to enjoy the breeze wearing a headscarf in the rain.","5798393"
"Queen Elizabeth II is sitting comfortably on a wooden chair wearing a headscarf in the rain.","9653916"
"Queen Elizabeth II is brushing a speck of dust off their shoulder near a golden royal carriage.","1605005"
"Queen Elizabeth II is talking seriously on a mobile phone at the historic Windsor Castle.","3641484"
"Queen Elizabeth II is pouring tea into a porcelain cup walking through a stable of horses.","6924499"
"Queen Elizabeth II is holding a glass of red wine wearing a crown and holding a scepter.","9686281"
"Queen Elizabeth II is kneeling down to inspect something on the palace balcony during a parade.","5773013"
"Queen Elizabeth II is buttoning up a suit jacket at a state banquet with silver cutlery.","4796608"
"Queen Elizabeth II is gesturing with open palms during a speech walking through a stable of horses.","1078038"
"Queen Elizabeth II is biting their lip nervously driving a Land Rover on a country road.","9493265"
"Queen Elizabeth II is admiring a painting on the wall on the palace balcony during a parade.","9441777"
"Queen Elizabeth II is tying their shoelaces inside a royal library with old books.","9611521"
"Queen Elizabeth II is giving a thumbs up to the crowd at a state banquet with silver cutlery.","8428425"
"Queen Elizabeth II is eating a slice of green apple petting a corgi dog on a sofa.","5081447"
"Queen Elizabeth II is gesturing with open palms during a speech at a traditional English tea room.","1458868"
"Queen Elizabeth II is laughing heartily with a close friend at a state banquet with silver cutlery.","2133372"
"Queen Elizabeth II is straightening their tie walking down a long red carpet.","4857587"
"Queen Elizabeth II is climbing a short flight of stairs at the Balmoral estate in Scotland.","9665502"
"Queen Elizabeth II is holding a glass of red wine at the Royal Ascot horse racecourse.","2275551"
"Queen Elizabeth II is wiping dust off a table at the Royal Ascot horse racecourse.","6931382"
"Queen Elizabeth II is holding a microphone and speaking at a state banquet with silver cutlery.","4066614"
"Queen Elizabeth II is reaching out to touch a flower wearing a crown and holding a scepter.","4940319"
"Queen Elizabeth II is holding a black umbrella in the breeze wearing a crown and holding a scepter.","4845464"
"Queen Elizabeth II is reading a thick printed document at the Balmoral estate in Scotland.","3617171"
"Queen Elizabeth II is frowning while looking at a screen on the palace balcony during a parade.","9265544"
"Queen Elizabeth II is saluting respectfully in the gardens of Buckingham Palace.","9091518"
"Queen Elizabeth II is tucking hair behind their ear at the Royal Ascot horse racecourse.","9260100"
"Queen Elizabeth II is throwing a coin into a fountain near a golden royal carriage.","9575399"
"Queen Elizabeth II is cleaning a pair of sunglasses walking down a long red carpet.","3151610"
"Queen Elizabeth II is posing for a formal photograph driving a Land Rover on a country road.","9024879"
"Queen Elizabeth II is stepping out of a luxury car at the Balmoral estate in Scotland.","7605473"
"Queen Elizabeth II is gesturing with open palms during a speech inside a royal library with old books.","9694039"
"Queen Elizabeth II is lighting a candle with a match at the historic Windsor Castle.","1198306"
"Queen Elizabeth II is carrying a heavy leather briefcase inside a royal library with old books.","6459913"
"Queen Elizabeth II is brushing a speck of dust off their shoulder at a state banquet with silver cutlery.","4139896"
"Queen Elizabeth II is talking seriously on a mobile phone at a state banquet with silver cutlery.","8907862"
"Queen Elizabeth II is putting on a warm winter coat near a golden royal carriage.","9367972"
"Queen Elizabeth II is looking tired and rubbing their eyes driving a Land Rover on a country road.","7246319"
"Queen Elizabeth II is holding a glass of red wine at a state banquet with silver cutlery.","8561977"
"Queen Elizabeth II is holding a microphone and speaking sitting in a red velvet armchair.","4834713"
"Queen Elizabeth II is typing quickly on a slim laptop walking down a long red carpet.","8251427"
"Queen Elizabeth II is closing their eyes to enjoy the breeze sitting in a red velvet armchair.","3509000"
"Queen Elizabeth II is standing still and meditating near a golden royal carriage.","8071943"
"Queen Elizabeth II is throwing a coin into a fountain standing next to a Guard in a bearskin hat.","5210645"
"Queen Elizabeth II is cleaning a pair of sunglasses inside a royal library with old books.","3740422"
"Queen Elizabeth II is gazing strictly into the distance at a state banquet with silver cutlery.","8995004"
"Queen Elizabeth II is shaking hands with an invisible partner at the Royal Ascot horse racecourse.","5358202"
"Queen Elizabeth II is putting on a warm winter coat planting a tree in a garden.","5323737"
"Queen Elizabeth II is turning around to face the light driving a Land Rover on a country road.","3034027"
"Queen Elizabeth II is shaking a bottle of champagne wearing a crown and holding a scepter.","3928275"
"Queen Elizabeth II is adjusting the collar of a jacket at the Royal Ascot horse racecourse.","9563838"
"Queen Elizabeth II is shaking hands with an invisible partner on the palace balcony during a parade.","7393310"
"Queen Elizabeth II is running fingers through their hair sitting in a red velvet armchair.","3811450"
"Queen Elizabeth II is jogging in place energetically walking through a stable of horses.","2196955"
"Queen Elizabeth II is nodding their head in agreement at the Royal Ascot horse racecourse.","4828861"
"Queen Elizabeth II is lighting a candle with a match standing next to a Guard in a bearskin hat.","5487442"
"Queen Elizabeth II is typing quickly on a slim laptop at a traditional English tea room.","7092894"
"Queen Elizabeth II is climbing a short flight of stairs near a golden royal carriage.","4085098"
"Queen Elizabeth II is leaning forward to listen closely on the palace balcony during a parade.","8938740"
"Queen Elizabeth II is leaning against a wall walking through a stable of horses.","9790972"
"Queen Elizabeth II is resting their head on their hand at a state banquet with silver cutlery.","3605071"
"Queen Elizabeth II is reading a thick printed document standing next to a Guard in a bearskin hat.","8434998"
"Queen Elizabeth II is yawning while covering their mouth wearing a headscarf in the rain.","3862327"
"Queen Elizabeth II is sitting comfortably on a wooden chair at the Balmoral estate in Scotland.","6455972"
"Queen Elizabeth II is running fingers through their hair planting a tree in a garden.","5570355"
"Queen Elizabeth II is smiling gently at the camera planting a tree in a garden.","3970181"
"Queen Elizabeth II is checking their pulse on their wrist driving a Land Rover on a country road.","9782198"
"Queen Elizabeth II is buttoning up a suit jacket petting a corgi dog on a sofa.","4810582"
"Queen Elizabeth II is clapping hands gently standing next to a Guard in a bearskin hat.","7136825"
"Queen Elizabeth II is holding a black umbrella in the breeze sitting in a red velvet armchair.","6093108"
"Queen Elizabeth II is walking slowly and thoughtfully wearing a headscarf in the rain.","3286742"
"Queen Elizabeth II is holding a colorful bouquet of flowers petting a corgi dog on a sofa.","9977469"
"Queen Elizabeth II is pointing at a landmark in the distance standing next to a Guard in a bearskin hat.","4879150"
"Queen Elizabeth II is checking their reflection in a mirror at the Balmoral estate in Scotland.","4163696"
"Queen Elizabeth II is admiring a painting on the wall driving a Land Rover on a country road.","7622840"
"Queen Elizabeth II is nodding their head in agreement walking through a stable of horses.","7347794"
"Queen Elizabeth II is holding a black umbrella in the breeze on the palace balcony during a parade.","8084001"
"Queen Elizabeth II is climbing a short flight of stairs wearing a crown and holding a scepter.","2148634"
"Queen Elizabeth II is smiling gently at the camera standing next to a Guard in a bearskin hat.","2851472"
"Queen Elizabeth II is tucking hair behind their ear at a traditional English tea room.","5565653"
"Queen Elizabeth II is adjusting their glasses with a serious look at the Royal Ascot horse racecourse.","1325400"
"Queen Elizabeth II is placing hands on their hips planting a tree in a garden.","1371294"
"Queen Elizabeth II is resting their head on their hand standing next to a Guard in a bearskin hat.","5516344"
"Queen Elizabeth II is clapping hands gently at the historic Windsor Castle.","4905912"
"Queen Elizabeth II is looking surprised with wide eyes at the historic Windsor Castle.","9280890"
"Queen Elizabeth II is tying their shoelaces driving a Land Rover on a country road.","6227389"
"Queen Elizabeth II is holding a passport and boarding pass at a traditional English tea room.","1532460"
"Queen Elizabeth II is rubbing their chin in deep thought sitting in a red velvet armchair.","1940167"
"Queen Elizabeth II is cleaning a pair of sunglasses on the palace balcony during a parade.","8887754"
"Queen Elizabeth II is adjusting their glasses with a serious look at a state banquet with silver cutlery.","7401806"
"Queen Elizabeth II is frowning while looking at a screen walking down a long red carpet.","7455837"
"Queen Elizabeth II is leaning forward to listen closely wearing a headscarf in the rain.","4497162"
"Queen Elizabeth II is searching for keys in a pocket standing next to a Guard in a bearskin hat.","6420100"
"Queen Elizabeth II is checking their pulse on their wrist in the gardens of Buckingham Palace.","9739692"
"Queen Elizabeth II is putting on a warm winter coat in the gardens of Buckingham Palace.","4653880"
"Queen Elizabeth II is talking seriously on a mobile phone driving a Land Rover on a country road.","6444432"
"Queen Elizabeth II is shaking their head in disapproval at a state banquet with silver cutlery.","3007387"
"Queen Elizabeth II is reading a thick printed document at the historic Windsor Castle.","1704531"
"Queen Elizabeth II is reading a thick printed document near a golden royal carriage.","9387252"
"Queen Elizabeth II is adjusting the collar of a jacket sitting in a red velvet armchair.","9998515"
"Queen Elizabeth II is yawning while covering their mouth petting a corgi dog on a sofa.","4903632"
"Queen Elizabeth II is admiring a painting on the wall at the Balmoral estate in Scotland.","8360481"
"Queen Elizabeth II is turning around to face the light walking through a stable of horses.","7009053"
"Queen Elizabeth II is writing notes with a luxury pen in the gardens of Buckingham Palace.","9142018"
"Queen Elizabeth II is admiring a painting on the wall standing next to a Guard in a bearskin hat.","9222379"
"Queen Elizabeth II is eating a slice of green apple near a golden royal carriage.","6832845"
"Queen Elizabeth II is running fingers through their hair at a state banquet with silver cutlery.","3690116"
"Queen Elizabeth II is posing for a formal photograph sitting in a red velvet armchair.","8539415"
"Queen Elizabeth II is holding a black umbrella in the breeze planting a tree in a garden.","7159129"
"Queen Elizabeth II is turning around to face the light at the Balmoral estate in Scotland.","5006173"
"Queen Elizabeth II is kneeling down to inspect something planting a tree in a garden.","7501017"
"Queen Elizabeth II is posing for a formal photograph petting a corgi dog on a sofa.","3585897"
"Queen Elizabeth II is opening a large paper map driving a Land Rover on a country road.","6402667"
"Queen Elizabeth II is yawning while covering their mouth near a golden royal carriage.","1524686"
"Queen Elizabeth II is resting their head on their hand petting a corgi dog on a sofa.","4214793"
"Queen Elizabeth II is sitting comfortably on a wooden chair walking through a stable of horses.","9219319"
"Queen Elizabeth II is placing hands on their hips at the Balmoral estate in Scotland.","4703113"
"Queen Elizabeth II is standing still and meditating wearing a crown and holding a scepter.","9244416"
"Queen Elizabeth II is running fingers through their hair in the gardens of Buckingham Palace.","7055334"
"Queen Elizabeth II is pacing back and forth anxiously standing next to a Guard in a bearskin hat.","2307538"
"Queen Elizabeth II is whispering into someone's ear inside a royal library with old books.","2698275"
"Queen Elizabeth II is giving a thumbs up to the crowd walking through a stable of horses.","4178618"
"Queen Elizabeth II is posing for a formal photograph walking down a long red carpet.","4001408"
"Queen Elizabeth II is resting their head on their hand at the Balmoral estate in Scotland.","8696054"
"Queen Elizabeth II is resting their head on their hand near a golden royal carriage.","4026551"
"Queen Elizabeth II is stepping out of a luxury car at the Royal Ascot horse racecourse.","3653760"
"Queen Elizabeth II is climbing a short flight of stairs driving a Land Rover on a country road.","6426605"
"Queen Elizabeth II is eating a slice of green apple planting a tree in a garden.","4589118"
